,1/CM,TRANSMITTANCE
949,1341.5778905999998,0.997
950,1342.517152,0.994
951,1343.4564131999998,0.992
952,1344.3956744,0.991
953,1345.3349355999999,0.989
954,1346.2741968,0.986
955,1347.213458,0.985
956,1348.1527191999999,0.985
957,1349.0919804,0.985
958,1350.0312416,0.984
959,1350.9705028,0.982
960,1351.909764,0.979
961,1352.8490252,0.978
962,1353.7882864,0.976
963,1354.7275476,0.976
964,1355.6668088000001,0.971
965,1356.60607,0.966
966,1357.5453312,0.965
967,1358.4845924,0.963
968,1359.4238536,0.963
969,1360.3631148000002,0.959
970,1361.302376,0.956
971,1362.2416372,0.95
972,1363.1808984,0.947
973,1364.1201596,0.943
974,1365.0594208,0.949
975,1365.998682,0.945
976,1366.9379431999998,0.943
977,1367.8772044,0.934
978,1368.8164656,0.927
979,1369.7557268,0.921
980,1370.694988,0.914
981,1371.6342491999999,0.926
982,1372.5735104,0.918
983,1373.5127716,0.913
984,1374.4520328,0.901
985,1375.391294,0.894
986,1376.3305552,0.8781
987,1377.2698164,0.872
988,1378.2090776,0.8451
989,1379.1483388000001,0.7983
990,1380.0876,0.749
991,1381.0268612,0.701
992,1381.9661224,0.701
993,1382.9053836,0.7968
994,1383.8446448,0.9007
995,1384.783906,0.894
996,1385.7231671999998,0.892
997,1386.6624284,0.8811
998,1387.6016895999999,0.872
999,1388.5409508,0.871
1000,1389.480212,0.855
1001,1390.4194731999999,0.84
1002,1391.3587344,0.832
1003,1392.2979956,0.83
1004,1393.2372568,0.826
1005,1394.176518,0.813
1006,1395.1157792,0.7971
1007,1396.0550404,0.7781
1008,1396.9943016,0.7671
1009,1397.9335628000001,0.761
1010,1398.872824,0.761
1011,1399.8120852,0.756
1012,1400.7513464,0.751
1013,1401.6906076,0.74
1014,1402.6298688000002,0.732
1015,1403.56913,0.727
1016,1404.5083912,0.727
1017,1405.4476524,0.7399
1018,1406.3869136,0.74
1019,1407.3261748,0.738
1020,1408.265436,0.736
1021,1409.2046971999998,0.736
1022,1410.1439584,0.736
1023,1411.0832196,0.739
1024,1412.0224808,0.74
1025,1412.961742,0.742
1026,1413.9010031999999,0.749
1027,1414.8402644,0.755
1028,1415.7795256,0.758
1029,1416.7187868,0.758
1030,1417.658048,0.762
1031,1418.5973094,0.762
1032,1419.5365708,0.752
1033,1420.4758322,0.748
1034,1421.4150935999999,0.742
1035,1422.354355,0.742
1036,1423.2936161999999,0.746
1037,1424.2328774,0.749
1038,1425.1721386,0.749
1039,1426.1113998,0.6873
1040,1427.050661,0.687
1041,1427.9899222,0.725
1042,1428.9291834,0.726
1043,1429.8684446,0.742
1044,1430.8077058000001,0.742
1045,1431.746967,0.6623
1046,1432.6862282,0.662
1047,1433.6254894,0.6939
1048,1434.5647506,0.7228
1049,1435.5040118000002,0.7001
1050,1436.443273,0.683
1051,1437.3825342,0.648
1052,1438.3217954,0.648
1053,1439.2610566,0.68
1054,1440.2003178,0.68
1055,1441.139579,0.662
1056,1442.0788401999998,0.6191
1057,1443.0181014,0.6031
1058,1443.9573626,0.603
1059,1444.8966238,0.6458
1060,1445.835885,0.659
1061,1446.7751461999999,0.659
1062,1447.7144074,0.5961
1063,1448.6536686,0.57
1064,1449.5929298,0.6189
1065,1450.532191,0.6409
1066,1451.4714522,0.6649
1067,1452.4107134,0.674
1068,1453.3499746,0.5526
1069,1454.2892358000001,0.5261
1070,1455.228497,0.5
1071,1456.1677582,0.6448
1072,1457.1070194000001,0.6151
1073,1458.0462806,0.5152
1074,1458.9855418000002,0.4133
1075,1459.924803,0.413
1076,1460.8640642,0.5016
1077,1461.8033254,0.6871
1078,1462.7425866,0.6671
1079,1463.6818478,0.5964
1080,1464.621109,0.525
1081,1465.5603701999999,0.4001
1082,1466.4996314,0.4
1083,1467.4388926,0.6835
1084,1468.3781538,0.685
1085,1469.317415,0.5903
1086,1470.2566762,0.4933
1087,1471.1959374,0.4213
1088,1472.1351986,0.629
1089,1473.0744598,0.5862
1090,1474.013721,0.539
1091,1474.9529822,0.3991
1092,1475.8922434,0.6696
1093,1476.8315046,0.6001
1094,1477.7707658000002,0.5741
1095,1478.710027,0.561
1096,1479.6492882,0.5481
1097,1480.5885494,0.5221
1098,1481.5278106,0.6732
1099,1482.4670718,0.5786
1100,1483.406333,0.547
1101,1484.3455941999998,0.513
1102,1485.2848554,0.6379
1103,1486.2241166,0.6799
1104,1487.1633778,0.6431
1105,1488.102639,0.6091
1106,1489.0419001999999,0.6449
1107,1489.9811614,0.5812
1108,1490.9204226,0.5611
1109,1491.8596838,0.5411
1110,1492.798945,0.693
1111,1493.7382064,0.678
1112,1494.6774678,0.662
1113,1495.6167292,0.5572
1114,1496.5559905999999,0.4503
1115,1497.495252,0.7311
1116,1498.4345131999999,0.732
1117,1499.3737744,0.6265
1118,1500.3130356,0.5713
1119,1501.2522968,0.5451
1120,1502.191558,0.518
1121,1503.1308192,0.6429
1122,1504.0700804,0.7259
1123,1505.0093416,0.6611
1124,1505.9486028000001,0.5892
1125,1506.887864,0.5153
1126,1507.8271252,0.6255
1127,1508.7663864,0.7245
1128,1509.7056476,0.725
1129,1510.6449088000002,0.6107
1130,1511.58417,0.551
1131,1512.5234312,0.551
1132,1513.4626924,0.6589
1133,1514.4019536,0.6999
1134,1515.3412148,0.7
1135,1516.280476,0.6103
1136,1517.2197371999998,0.61
1137,1518.1589984,0.6807
1138,1519.0982596,0.7447
1139,1520.0375208,0.745
1140,1520.976782,0.716
1141,1521.9160431999999,0.6261
1142,1522.8553044,0.623
1143,1523.7945656,0.6879
1144,1524.7338268,0.7668
1145,1525.673088,0.767
1146,1526.6123492,0.6853
1147,1527.5516104,0.6322
1148,1528.4908716,0.632
1149,1529.4301328000001,0.6638
1150,1530.369394,0.683
1151,1531.3086552,0.7799
1152,1532.2479164000001,0.78
1153,1533.1871776,0.7012
1154,1534.1264388000002,0.701
1155,1535.0657,0.7668
1156,1536.0049612,0.7869
1157,1536.9442224,0.795
1158,1537.8834836,0.788
1159,1538.8227448,0.7522
1160,1539.762006,0.752
1161,1540.7012671999998,0.781
1162,1541.6405284,0.803
1163,1542.5797896,0.7741
1164,1543.5190508,0.782
1165,1544.458312,0.8079
1166,1545.3975732,0.8259
1167,1546.3368344,0.832
1168,1547.2760956,0.8171
1169,1548.2153568,0.817
1170,1549.154618,0.829
1171,1550.0938792,0.833
1172,1551.0331404,0.837
1173,1551.9724016,0.846
1174,1552.9116628000002,0.853
1175,1553.850924,0.858
1176,1554.7901852,0.8709
1177,1555.7294464,0.878
1178,1556.6687076,0.878
1179,1557.6079688,0.872
1180,1558.54723,0.872
1181,1559.4864911999998,0.874
1182,1560.4257524,0.89
1183,1561.3650135999999,0.897
1184,1562.3042748,0.9
1185,1563.243536,0.901
1186,1564.1827971999999,0.904
1187,1565.1220584,0.907
1188,1566.0613196,0.908
1189,1567.0005808,0.908
1190,1567.939842,0.907
1191,1568.8791032,0.91
1192,1569.8183644,0.913
1193,1570.7576256,0.923
1194,1571.6968868000001,0.923
1195,1572.636148,0.929
1196,1573.5754094000001,0.931
1197,1574.5146708,0.934
1198,1575.4539322,0.94
1199,1576.3931936,0.9489
1200,1577.332455,0.953
1201,1578.2717162,0.949
1202,1579.2109774,0.946
1203,1580.1502386,0.949
1204,1581.0894998,0.953
1205,1582.028761,0.956
1206,1582.9680222,0.956
1207,1583.9072834,0.958
1208,1584.8465446,0.958
1209,1585.7858058000002,0.958
1210,1586.725067,0.959
1211,1587.6643282,0.962
1212,1588.6035894,0.963
1213,1589.5428506,0.965
1214,1590.4821118,0.966
1215,1591.421373,0.968
1216,1592.3606341999998,0.969
1217,1593.2998954,0.971
1218,1594.2391566,0.972
1219,1595.1784178,0.975
1220,1596.117679,0.975
1221,1597.0569401999999,0.973
1222,1597.9962014,0.973
1223,1598.9354626,0.975
1224,1599.8747238,0.976
1225,1600.813985,0.978
1226,1601.7532462,0.979
1227,1602.6925074,0.979
1228,1603.6317686,0.979
1229,1604.5710298000001,0.981
1230,1605.510291,0.981
1231,1606.4495522,0.981
1232,1607.3888134000001,0.981
1233,1608.3280746,0.982
1234,1609.2673358000002,0.982
1235,1610.206597,0.982
1236,1611.1458582,0.981
1237,1612.0851194,0.984
1238,1613.0243806,0.984
1239,1613.9636418,0.985
1240,1614.902903,0.985
1241,1615.8421641999998,0.986
1242,1616.7814254,0.992
1243,1617.7206866,0.992
1244,1618.6599478,0.985
1245,1619.599209,0.982
1246,1620.5384702,0.981
1247,1621.4777314,0.982
1248,1622.4169926,0.984
1249,1623.3562538,0.988
1250,1624.295515,0.988
1251,1625.2347762,0.984
1252,1626.1740374,0.984
1253,1627.1132986,0.984
1254,1628.0525598000002,0.982
1255,1628.991821,0.981
1256,1629.9310822,0.981
1257,1630.8703434,0.978
1258,1631.8096046,0.978
1259,1632.7488658,0.979
1260,1633.688127,0.981
1261,1634.6273881999998,0.989
1262,1635.5666494,0.992
1263,1636.5059105999999,0.997
1264,1637.4451718,1.0
1265,1638.384433,0.988
1266,1639.3236941999999,0.982
1267,1640.2629554,0.976
1268,1641.2022166,0.976
1269,1642.1414778,0.976
1270,1643.080739,0.978
1271,1644.0200002,0.978
1272,1644.9592614,0.979
1273,1645.8985226,0.982
1274,1646.8377838000001,0.986
1275,1647.777045,0.985
1276,1648.7163064000001,0.981
1277,1649.6555678,0.979
1278,1650.5948292,0.984
1279,1651.5340906,0.989
1280,1652.473352,1.002
1281,1653.4126132,1.001
1282,1654.3518744,0.994
1283,1655.2911356,0.985
1284,1656.2303968,0.981
1285,1657.169658,0.979
1286,1658.1089192,0.979
1287,1659.0481804,0.979
1288,1659.9874416,0.981
1289,1660.9267028000002,0.981
1290,1661.865964,0.988
1291,1662.8052252,0.986
1292,1663.7444864,0.986
1293,1664.6837476,0.984
1294,1665.6230088,0.981
1295,1666.56227,0.981
1296,1667.5015311999998,0.981
1297,1668.4407924,0.984
1298,1669.3800535999999,0.988
1299,1670.3193148,0.991
1300,1671.258576,0.988
1301,1672.1978371999999,0.986
1302,1673.1370984,0.984
1303,1674.0763596,0.984
1304,1675.0156208,0.988
1305,1675.954882,0.991
1306,1676.8941432,0.985
1307,1677.8334044,0.981
1308,1678.7726656,0.981
1309,1679.7119268000001,0.981
1310,1680.651188,0.981
1311,1681.5904492,0.984
1312,1682.5297104,0.989
1313,1683.4689716,1.001
1314,1684.4082328000002,0.998
1315,1685.347494,0.994
1316,1686.2867552,0.989
1317,1687.2260164,0.986
1318,1688.1652776,0.985
1319,1689.1045388,0.985
1320,1690.0438,0.985
1321,1690.9830611999998,0.982
1322,1691.9223224,0.979
1323,1692.8615836,0.979
1324,1693.8008448,0.982
1325,1694.740106,0.985
1326,1695.6793672,0.988
1327,1696.6186284,0.992
1328,1697.5578896,0.997
1329,1698.4971508,0.998
1330,1699.436412,0.997
1331,1700.3756732,0.997
1332,1701.3149344,0.989
1333,1702.2541956,0.984
1334,1703.1934568000001,0.985
1335,1704.132718,0.985
1336,1705.0719792,0.985
1337,1706.0112404,0.985
1338,1706.9505016,0.985
1339,1707.8897628,0.984
1340,1708.829024,0.982
1341,1709.7682851999998,0.979
1342,1710.7075464,0.978
1343,1711.6468075999999,0.979
1344,1712.5860688,0.979
1345,1713.52533,0.985
1346,1714.4645911999999,0.988
1347,1715.4038524,0.988
1348,1716.3431136,0.989
1349,1717.2823748,0.991
1350,1718.221636,0.992
1351,1719.1608972,0.992
1352,1720.1001584,0.986
1353,1721.0394196,0.981
1354,1721.9786808000001,0.981
1355,1722.917942,0.979
1356,1723.8572032,0.981
1357,1724.7964644,0.981
1358,1725.7357256,0.979
1359,1726.6749868000002,0.978
1360,1727.614248,0.975
1361,1728.5535094000002,0.978
1362,1729.4927708,0.979
1363,1730.4320322,0.982
1364,1731.3712936,0.985
1365,1732.310555,0.989
1366,1733.2498162,0.989
1367,1734.1890774,0.992
1368,1735.1283386,0.985
1369,1736.0675998000002,0.979
1370,1737.006861,0.979
1371,1737.9461222,0.981
1372,1738.8853834,0.981
1373,1739.8246446,0.982
1374,1740.7639058,0.982
1375,1741.703167,0.982
1376,1742.6424281999998,0.981
1377,1743.5816894,0.979
1378,1744.5209505999999,0.978
1379,1745.4602118,0.979
1380,1746.399473,0.981
1381,1747.3387341999999,0.982
1382,1748.2779954,0.984
1383,1749.2172566,0.984
1384,1750.1565178,0.984
1385,1751.095779,0.982
1386,1752.0350402,0.982
1387,1752.9743014,0.978
1388,1753.9135626,0.978
1389,1754.8528238000001,0.975
1390,1755.792085,0.976
1391,1756.7313462,0.978
1392,1757.6706074,0.979
1393,1758.6098686,0.979
1394,1759.5491298000002,0.979
1395,1760.488391,0.979
1396,1761.4276522,0.978
1397,1762.3669134,0.975
1398,1763.3061746,0.975
1399,1764.2454358,0.975
1400,1765.184697,0.975
1401,1766.1239581999998,0.973
1402,1767.0632194,0.975
1403,1768.0024806,0.976
1404,1768.9417418,0.976
1405,1769.881003,0.978
1406,1770.8202641999999,0.984
1407,1771.7595254,0.984
1408,1772.6987866,0.978
1409,1773.6380478,0.976
1410,1774.577309,0.976
1411,1775.5165702,0.976
1412,1776.4558314,0.976
1413,1777.3950926,0.975
1414,1778.3343538000001,0.972
1415,1779.273615,0.972
1416,1780.2128762,0.973
1417,1781.1521374000001,0.973
1418,1782.0913986,0.973
1419,1783.0306598000002,0.973
1420,1783.969921,0.975
1421,1784.9091822,0.975
1422,1785.8484434,0.973
1423,1786.7877046,0.973
1424,1787.7269658,0.975
1425,1788.666227,0.975
1426,1789.6054881999999,0.973
1427,1790.5447494,0.973
1428,1791.4840106,0.982
1429,1792.4232718,0.982
1430,1793.362533,0.978
1431,1794.3017942,0.976
1432,1795.2410554,0.975
1433,1796.1803166,0.975
1434,1797.1195778000001,0.975
1435,1798.058839,0.975
1436,1798.9981002,0.975
1437,1799.9373614,0.978
1438,1800.8766226,0.978
1439,1801.8158838000002,0.975
1440,1802.755145,0.975
1441,1803.6944064000002,0.975
1442,1804.6336678,0.973
1443,1805.5729292,0.975
1444,1806.5121906,0.975
1445,1807.451452,0.975
1446,1808.3907132,0.975
1447,1809.3299744,0.975
1448,1810.2692356,0.975
1449,1811.2084968000001,0.973
1450,1812.147758,0.973
1451,1813.0870192,0.975
1452,1814.0262804,0.975
1453,1814.9655416,0.975
1454,1815.9048028,0.975
1455,1816.844064,0.975
1456,1817.7833251999998,0.975
1457,1818.7225864,0.973
1458,1819.6618475999999,0.973
1459,1820.6011088,0.973
1460,1821.54037,0.975
1461,1822.4796311999999,0.975
1462,1823.4188924,0.975
1463,1824.3581536,0.975
1464,1825.2974148,0.975
1465,1826.236676,0.975
1466,1827.1759372,0.976
1467,1828.1151984,0.976
1468,1829.0544596,0.978
1469,1829.9937208000001,0.978
1470,1830.932982,0.976
1471,1831.8722432,0.976
1472,1832.8115044,0.975
1473,1833.7507656,0.975
1474,1834.6900268000002,0.975
1475,1835.629288,0.975
1476,1836.5685492,0.975
1477,1837.5078104,0.975
1478,1838.4470716,0.975
1479,1839.3863328,0.975
1480,1840.325594,0.976
1481,1841.2648551999998,0.978
1482,1842.2041164,0.981
1483,1843.1433776,0.981
1484,1844.0826388,0.978
1485,1845.0219,0.976
1486,1845.9611611999999,0.976
1487,1846.9004224,0.976
1488,1847.8396836,0.976
1489,1848.7789448,0.976
1490,1849.718206,0.975
1491,1850.6574672,0.975
1492,1851.5967284,0.975
1493,1852.5359896,0.976
1494,1853.4752508000001,0.976
1495,1854.414512,0.976
1496,1855.3537732,0.978
1497,1856.2930344000001,0.978
1498,1857.2322956,0.978
1499,1858.1715568000002,0.978
1500,1859.110818,0.978
1501,1860.0500792,0.978
1502,1860.9893404,0.976
1503,1861.9286016,0.976
1504,1862.8678628,0.978
1505,1863.807124,0.978
1506,1864.7463851999998,0.978
1507,1865.6856464,0.979
1508,1866.6249076,0.979
1509,1867.5641688,0.981
1510,1868.50343,0.982
1511,1869.4426912,0.982
1512,1870.3819524,0.979
1513,1871.3212136,0.978
1514,1872.2604748,0.978
1515,1873.199736,0.978
1516,1874.1389972,0.978
1517,1875.0782584,0.978
1518,1876.0175196,0.978
1519,1876.9567808000002,0.978
1520,1877.896042,0.978
1521,1878.8353032,0.979
1522,1879.7745644,0.979
1523,1880.7138256,0.978
1524,1881.6530868,0.978
1525,1882.592348,0.978
1526,1883.5316094,0.978
1527,1884.4708708,0.979
1528,1885.4101322,0.979
1529,1886.3493936,0.979
1530,1887.288655,0.979
1531,1888.2279162,0.979
1532,1889.1671774000001,0.981
1533,1890.1064386,0.981
1534,1891.0456998000002,0.979
1535,1891.984961,0.979
1536,1892.9242222,0.979
1537,1893.8634834,0.979
1538,1894.8027446,0.981
1539,1895.7420058,0.981
1540,1896.681267,0.979
1541,1897.6205281999999,0.978
1542,1898.5597894,0.978
1543,1899.4990506,0.978
1544,1900.4383118,0.978
1545,1901.377573,0.978
1546,1902.3168342,0.978
1547,1903.2560954,0.978
1548,1904.1953566,0.979
1549,1905.1346178000001,0.979
1550,1906.073879,0.979
1551,1907.0131402,0.979
1552,1907.9524014,0.979
1553,1908.8916626,0.979
1554,1909.8309238000002,0.979
1555,1910.770185,0.979
1556,1911.7094462,0.979
1557,1912.6487074,0.979
1558,1913.5879686,0.979
1559,1914.5272298,0.979
1560,1915.466491,0.979
1561,1916.4057521999998,0.979
1562,1917.3450134,0.981
1563,1918.2842746,0.979
1564,1919.2235358,0.979
1565,1920.162797,0.979
1566,1921.1020581999999,0.979
1567,1922.0413194,0.979
1568,1922.9805806,0.979
1569,1923.9198418,0.979
1570,1924.859103,0.979
1571,1925.7983642,0.979
1572,1926.7376254,0.979
1573,1927.6768866,0.979
1574,1928.6161478000001,0.979
1575,1929.555409,0.979
1576,1930.4946702,0.978
1577,1931.4339314000001,0.979
1578,1932.3731926,0.979
1579,1933.3124538000002,0.978
1580,1934.251715,0.978
1581,1935.1909762,0.978
1582,1936.1302374,0.978
1583,1937.0694986,0.978
1584,1938.0087598,0.978
1585,1938.948021,0.978
1586,1939.8872821999998,0.978
1587,1940.8265434,0.979
1588,1941.7658046,0.981
1589,1942.7050658,0.979
1590,1943.644327,0.979
1591,1944.5835882,0.979
1592,1945.5228494,0.979
1593,1946.4621106,0.979
1594,1947.4013718,0.979
1595,1948.340633,0.979
1596,1949.2798942,0.979
1597,1950.2191554,0.979
1598,1951.1584166,0.978
1599,1952.0976778000002,0.978
1600,1953.036939,0.979
1601,1953.9762002,0.979
1602,1954.9154614,0.978
1603,1955.8547226,0.978
1604,1956.7939838,0.978
1605,1957.733245,0.978
1606,1958.6725064,0.978
1607,1959.6117678,0.976
1608,1960.5510292,0.976
1609,1961.4902906,0.976
1610,1962.429552,0.976
1611,1963.3688132,0.978
1612,1964.3080744000001,0.978
1613,1965.2473356,0.978
1614,1966.1865968000002,0.978
1615,1967.125858,0.978
1616,1968.0651192,0.978
1617,1969.0043804,0.978
1618,1969.9436416,0.978
1619,1970.8829028,0.978
1620,1971.822164,0.978
1621,1972.7614251999998,0.978
1622,1973.7006864,0.978
1623,1974.6399476,0.978
1624,1975.5792088,0.978
1625,1976.51847,0.976
1626,1977.4577312,0.976
1627,1978.3969924,0.976
1628,1979.3362536,0.976
1629,1980.2755148,0.976
1630,1981.214776,0.978
1631,1982.1540372,0.978
1632,1983.0932984,0.978
1633,1984.0325596,0.978
1634,1984.9718208000002,0.978
1635,1985.911082,0.978
1636,1986.8503432,0.978
1637,1987.7896044,0.978
1638,1988.7288656,0.978
1639,1989.6681268,0.978
1640,1990.607388,0.979
1641,1991.5466491999998,0.981
1642,1992.4859104,0.981
1643,1993.4251715999999,0.979
1644,1994.3644328,0.979
1645,1995.303694,0.979
1646,1996.2429551999999,0.979
1647,1997.1822164,0.979
1648,1998.1214776,0.979
1649,1999.0607388,0.979
1650,2000.0,0.979
1651,2000.9392612,0.9785
1652,2001.8785224,0.978
1653,2002.8177836,0.978
1654,2003.7570448000001,0.978
1655,2004.696306,0.9755
1656,2005.6355672,0.973
1657,2006.5748284000001,0.9681
1658,2007.5140896,0.9631
1659,2008.4533508000002,0.963
1660,2009.392612,0.963
1661,2010.3318732,0.9702
1662,2011.2711344,0.9777
1663,2012.2103956,0.978
1664,2013.1496568,0.978
1665,2014.088918,0.977
1666,2015.0281791999998,0.9761
1667,2015.9674404,0.976
1668,2016.9067016,0.976
1669,2017.8459628,0.976
1670,2018.785224,0.976
1671,2019.7244852,0.977
1672,2020.6637464,0.9779
1673,2021.6030076,0.978
1674,2022.5422688,0.978
1675,2023.48153,0.9766
1676,2024.4207912,0.9751
1677,2025.3600524,0.975
1678,2026.2993136,0.975
1679,2027.2385748000002,0.975
1680,2028.177836,0.975
1681,2029.1170972,0.9741
1682,2030.0563584,0.9731
1683,2030.9956196,0.973
1684,2031.9348808,0.973
1685,2032.874142,0.973
1686,2033.8134031999998,0.973
1687,2034.7526644,0.973
1688,2035.6919255999999,0.973
1689,2036.6311868,0.973
1690,2037.570448,0.973
1691,2038.5097094,0.973
1692,2039.4489708,0.973
1693,2040.3882322,0.9739
1694,2041.3274936,0.9749
1695,2042.266755,0.9754
1696,2043.2060162,0.9759
1697,2044.1452774,0.976
1698,2045.0845386,0.976
1699,2046.0237998,0.976
1700,2046.963061,0.976
1701,2047.9023222,0.976
1702,2048.8415834,0.976
1703,2049.7808446,0.976
1704,2050.7201058,0.976
1705,2051.659367,0.976
1706,2052.5986282000003,0.976
1707,2053.5378894,0.976
1708,2054.4771506,0.976
1709,2055.4164118,0.976
1710,2056.355673,0.976
1711,2057.2949342,0.976
1712,2058.2341954,0.976
1713,2059.1734566,0.976
1714,2060.1127177999997,0.976
1715,2061.051979,0.976
1716,2061.9912402,0.976
1717,2062.9305014,0.976
1718,2063.8697626,0.976
1719,2064.8090238,0.976
1720,2065.748285,0.976
1721,2066.6875462000003,0.976
1722,2067.6268074,0.976
1723,2068.5660686,0.976
1724,2069.5053298,0.976
1725,2070.444591,0.976
1726,2071.3838522,0.976
1727,2072.3231134000002,0.976
1728,2073.2623746,0.976
1729,2074.2016358,0.976
1730,2075.140897,0.976
1731,2076.0801582000004,0.976
1732,2077.0194194,0.976
1733,2077.9586806,0.976
1734,2078.8979418,0.976
1735,2079.837203,0.976
1736,2080.7764642,0.976
1737,2081.7157254,0.9768
1738,2082.6549866,0.9778
1739,2083.5942477999997,0.9772
1740,2084.533509,0.9762
1741,2085.4727702,0.976
1742,2086.4120314,0.976
1743,2087.3512926,0.976
1744,2088.2905538,0.976
1745,2089.229815,0.976
1746,2090.1690762000003,0.976
1747,2091.1083374,0.976
1748,2092.0475986,0.976
1749,2092.9868598,0.976
1750,2093.926121,0.976
1751,2094.8653822,0.976
1752,2095.8046434,0.976
1753,2096.7439046,0.976
1754,2097.6831657999996,0.976
1755,2098.622427,0.976
1756,2099.5616882,0.976
1757,2100.5009494,0.976
1758,2101.4402106,0.976
1759,2102.3794718,0.976
1760,2103.318733,0.976
1761,2104.2579942,0.976
1762,2105.1972554,0.976
1763,2106.1365166,0.976
1764,2107.0757777999997,0.976
1765,2108.015039,0.976
1766,2108.9543002,0.976
1767,2109.8935614,0.976
1768,2110.8328226,0.976
1769,2111.7720838,0.976
1770,2112.711345,0.976
1771,2113.6506064,0.976
1772,2114.5898678,0.976
1773,2115.5291292,0.976
1774,2116.4683906,0.976
1775,2117.407652,0.976
1776,2118.3469132,0.976
1777,2119.2861744,0.976
1778,2120.2254356,0.976
1779,2121.1646968,0.976
1780,2122.103958,0.976
1781,2123.0432192000003,0.976
1782,2123.9824804,0.976
1783,2124.9217416,0.976
1784,2125.8610028,0.976
1785,2126.800264,0.976
1786,2127.7395252,0.976
1787,2128.6787864,0.976
1788,2129.6180476,0.976
1789,2130.5573087999996,0.976
1790,2131.49657,0.976
1791,2132.4358312,0.976
1792,2133.3750924,0.976
1793,2134.3143536,0.976
1794,2135.2536148,0.976
1795,2136.192876,0.976
1796,2137.1321372,0.976
1797,2138.0713984,0.976
1798,2139.0106596,0.976
1799,2139.9499207999997,0.976
1800,2140.889182,0.976
1801,2141.8284432,0.976
1802,2142.7677044,0.976
1803,2143.7069656,0.976
1804,2144.6462268,0.976
1805,2145.585488,0.976
1806,2146.5247492000003,0.976
1807,2147.4640104,0.976
1808,2148.4032716,0.976
1809,2149.3425328,0.976
1810,2150.281794,0.976
1811,2151.2210552,0.976
1812,2152.1603164,0.976
1813,2153.0995776,0.976
1814,2154.0388387999997,0.976
1815,2154.9781,0.976
1816,2155.9173612,0.976
1817,2156.8566224,0.976
1818,2157.7958836,0.976
1819,2158.7351448,0.976
1820,2159.674406,0.976
1821,2160.6136672000002,0.9757
1822,2161.5529284,0.9752
1823,2162.4921896,0.975
1824,2163.4314507999998,0.975
1825,2164.370712,0.975
1826,2165.3099732,0.975
1827,2166.2492344,0.975
1828,2167.1884956,0.975
1829,2168.1277568,0.975
